10.0,313.99992928000006,15.0,15.0,5.0,3737.5,4087.8,10.0,0.0,3238.0,0.5,100000.0,-1187911.1877039233
10.0,346.32335914666663,15.0,15.0,5.0,1496.9,1814.0,10.0,0.0,3238.0,0.1,100000.0,-2944866.4996516984
10.0,546.6932620266666,25.0,25.0,25.0,2240.2,2729.7,10.0,0.0,14385.0,0.1,100000.0,-840836.9620313097
10.0,464.28476848,25.0,25.0,25.0,4482.0,5052.5,10.0,0.0,14385.0,0.5,100000.0,-272949.28284530377
10.0,301.30748565333334,15.0,15.0,5.0,4533.7,4965.5,10.0,0.0,3238.0,0.75,100000.0,-870075.6378776381
10.0,668.1926785066667,50.0,50.0,50.0,3197.7,4057.5,10.0,0.0,28505.2,0.1,100000.0,-285403.0274253863
10.0,438.46671205333337,25.0,25.0,25.0,5357.3,5949.6,10.0,0.0,14385.0,0.75,100000.0,-204854.60447261244
10.0,516.01408192,50.0,50.0,50.0,6566.3,7390.1,10.0,0.0,28505.4,0.5,100000.0,-94100.39244817739
10.0,486.41248554666674,50.0,50.0,50.0,7844.0,8663.9,10.0,0.0,28505.3,0.75,100000.0,-72709.7050364725
10.0,297.5293007466667,5.0,5.0,5.0,1970.6,2285.5,10.0,0.0,3089.0,0.5,100000.0,-2951682.1423271974
10.0,329.15102869333333,5.0,5.0,5.0,947.5,1254.6,10.0,0.0,3089.0,0.1,100000.0,-9179534.53894879
10.0,296.5602341866666,5.0,5.0,5.0,2110.1,2421.3,10.0,0.0,3089.0,0.75,100000.0,-1545736.1730278898
10.0,114.8764226133333,15.0,15.0,5.0,4133.6,4914.2,1.0,811.0,3180.3,0.1,100000.0,-2.1984137792340222E8
10.0,125.72659626666665,15.0,15.0,5.0,4616.5,5253.9,1.0,811.0,3180.0,0.5,100000.0,-1.7865218971339907E7
10.0,132.68796213333331,15.0,15.0,5.0,4805.1,5404.4,1.0,811.0,3180.1,0.75,100000.0,-7314773.254775319
10.0,130.43093370666665,25.0,25.0,25.0,6820.4,9637.2,1.0,811.0,14095.5,0.1,100000.0,-5.6616324172067955E7
10.0,162.65083530666664,25.0,25.0,25.0,7487.1,8663.0,1.0,811.0,14094.7,0.5,100000.0,-2883678.0831705686
10.0,155.71376650666664,25.0,25.0,25.0,7681.5,8685.7,1.0,811.0,14095.0,0.75,100000.0,-1443723.382925888
10.0,135.62829583999996,50.0,50.0,50.0,12891.8,18370.0,1.0,811.0,27925.5,0.1,100000.0,-2.257608173629892E7
10.0,161.65473194666666,50.0,50.0,50.0,14411.1,16147.8,1.0,811.0,27926.1,0.75,100000.0,-702219.1722890963
