20.0,2.0,304.01055664,50.0,50.0,50.0,59589.25,66388.35,100000.0,2.0,1050.0
20.0,2.0,341.9060248266666,5.0,5.0,5.0,1791.35,2418.5,100000.0,2.0,1049.95
20.0,2.0,219.89942597333328,5.0,5.0,5.0,35339.15,35330.65,100000.0,20.0,0.0
20.0,2.0,314.7281029066666,50.0,50.0,50.0,47508.05,54515.45,100000.0,8.0,1049.9
20.0,2.0,203.66478039999996,5.0,5.0,5.0,10099.85,10492.35,100000.0,2.0,1050.0
20.0,2.0,227.25696296000004,5.0,5.0,5.0,11329.45,11824.4,100000.0,8.0,1050.0
20.0,2.0,212.58406978666665,5.0,5.0,5.0,28059.6,28674.2,100000.0,8.0,1049.95
20.0,2.0,294.7707337333333,50.0,50.0,50.0,65357.4,71058.9,100000.0,8.0,1050.0
20.0,2.0,107.87763290666668,5.0,5.0,5.0,12357.3,12643.6,10000.0,14.0,1050.0
20.0,2.0,91.10342333333334,5.0,5.0,5.0,26232.55,26578.25,10000.0,14.0,1050.0
20.0,2.0,212.80894328,5.0,5.0,5.0,1746.2,2058.45,10000.0,1.0,1049.85
20.0,2.0,154.42978848,5.0,5.0,5.0,1372.5,1995.9,10000.0,1.0,1049.8
20.0,2.0,78.46277223999998,5.0,5.0,5.0,17904.85,18173.95,10000.0,20.0,0.0
20.0,2.0,82.69166314666667,5.0,5.0,5.0,33238.9,33762.8,10000.0,20.0,0.0
20.0,2.0,207.06793389333333,5.0,5.0,5.0,1642.25,2261.85,10000.0,2.0,1049.6
20.0,2.0,78.33046690666667,5.0,5.0,5.0,11682.35,12166.1,10000.0,2.0,1050.0
20.0,2.0,97.49331757333331,5.0,5.0,5.0,13036.25,13605.2,10000.0,8.0,1049.9
20.0,2.0,88.29697869333329,5.0,5.0,5.0,27560.45,27603.4,10000.0,8.0,1050.0
30.0,2.0,296.3553687111111,50.0,50.0,50.0,55290.63333333333,60593.166666666664,100000.0,11.0,1289.9666666666667
30.0,2.0,224.9706246222223,5.0,5.0,5.0,19687.766666666666,20305.7,100000.0,11.0,1289.9666666666667
30.0,2.0,297.83405507555557,50.0,50.0,50.0,75537.63333333333,81764.86666666667,100000.0,11.0,1290.0
30.0,2.0,392.39840017777783,50.0,50.0,50.0,15116.166666666666,21091.7,100000.0,1.0,1289.8333333333333
30.0,2.0,550.0326995022223,50.0,50.0,50.0,20856.566666666666,23379.133333333335,100000.0,1.0,1289.9666666666667
30.0,2.0,213.5031878222222,5.0,5.0,5.0,35173.0,35631.8,100000.0,11.0,1290.0
30.0,2.0,294.99613249777775,5.0,5.0,5.0,1580.8,2272.4666666666667,100000.0,1.0,1289.9666666666667
30.0,2.0,322.12516586666663,50.0,50.0,50.0,57661.23333333333,62734.3,100000.0,20.0,1290.0
30.0,2.0,329.3404372977778,5.0,5.0,5.0,1968.9333333333334,2315.5333333333333,100000.0,1.0,1289.9666666666667
30.0,2.0,245.73096270222223,5.0,5.0,5.0,18452.7,19262.766666666666,100000.0,20.0,1290.0
30.0,2.0,463.29404851555546,50.0,50.0,50.0,17537.6,23661.933333333334,100000.0,2.0,1289.8333333333333
30.0,2.0,222.22234414222223,5.0,5.0,5.0,33880.666666666664,34657.13333333333,100000.0,20.0,1290.0
30.0,2.0,304.1599996444444,50.0,50.0,50.0,102293.26666666666,109336.0,100000.0,2.0,1290.0
30.0,2.0,330.73397909333335,5.0,5.0,5.0,1947.1,2666.5333333333333,100000.0,2.0,1289.9333333333334
30.0,2.0,187.56666462222225,5.0,5.0,5.0,12363.866666666667,12561.0,100000.0,2.0,1290.0
30.0,2.0,317.05652104888895,50.0,50.0,50.0,89473.2,95630.4,100000.0,30.0,0.0
30.0,2.0,212.64519870222225,5.0,5.0,5.0,37647.0,37335.96666666667,100000.0,30.0,0.0
30.0,2.0,220.77940830222224,5.0,5.0,5.0,44249.63333333333,45406.6,100000.0,30.0,0.0
30.0,2.0,85.40548776888889,5.0,5.0,5.0,17387.666666666668,18576.733333333334,10000.0,11.0,1289.9333333333334
30.0,2.0,86.81361296000003,5.0,5.0,5.0,33015.3,34575.4,10000.0,11.0,1290.0
30.0,2.0,215.1123754133333,5.0,5.0,5.0,1874.6,2178.9,10000.0,1.0,1289.7333333333333
30.0,2.0,162.94496190222222,5.0,5.0,5.0,1426.7333333333333,2051.8333333333335,10000.0,1.0,1289.8333333333333
30.0,2.0,85.43128632888889,5.0,5.0,5.0,31861.2,32145.0,10000.0,20.0,1290.0
30.0,2.0,98.16181923555554,5.0,5.0,5.0,18939.8,19418.166666666668,10000.0,20.0,1289.9666666666667
30.0,2.0,211.58326703999998,5.0,5.0,5.0,1761.1333333333334,2411.5333333333333,10000.0,2.0,1289.3333333333333
30.0,2.0,70.12320474666669,5.0,5.0,5.0,15025.966666666667,15902.5,10000.0,2.0,1290.0
30.0,2.0,74.27118828444442,5.0,5.0,5.0,35845.86666666667,36586.86666666667,10000.0,30.0,0.0
30.0,2.0,80.87050344888888,5.0,5.0,5.0,41764.23333333333,42365.833333333336,10000.0,30.0,0.0
