10.0,2.0,776.9328380799999,50.0,50.0,50.0,3424.0,4293.9,100000.0,10.0,0.0
10.0,2.0,360.9556547199999,5.0,5.0,5.0,1264.6,1570.4,100000.0,10.0,0.0
10.0,2.0,607.8202699733332,50.0,50.0,50.0,7114.5,7914.3,100000.0,10.0,0.0
10.0,2.0,349.0126579199999,50.0,50.0,50.0,11431.0,16323.7,100000.0,1.0,810.0
10.0,2.0,547.0265268799999,50.0,50.0,50.0,12484.8,14353.2,100000.0,1.0,809.9
10.0,2.0,328.2249816533333,5.0,5.0,5.0,3040.0,3351.5,100000.0,10.0,0.0
10.0,2.0,337.18570096,5.0,5.0,5.0,1594.5,1882.7,100000.0,1.0,810.0
10.0,2.0,268.6148758933333,5.0,5.0,5.0,1354.1,1934.7,100000.0,1.0,810.0
10.0,2.0,364.57136058666663,50.0,50.0,50.0,12756.9,17281.9,100000.0,2.0,810.0
10.0,2.0,602.0729887466666,50.0,50.0,50.0,13327.5,15187.9,100000.0,2.0,809.7
10.0,2.0,321.51513008,5.0,5.0,5.0,1540.5,2126.3,100000.0,2.0,810.0
10.0,2.0,356.21256762666667,5.0,5.0,5.0,1978.3,2488.1,100000.0,2.0,810.0
10.0,2.0,397.3293409599999,50.0,50.0,50.0,13405.3,18217.9,100000.0,4.0,809.6
10.0,2.0,551.63079392,50.0,50.0,50.0,13943.1,16103.6,100000.0,4.0,809.3
10.0,2.0,290.2072365333333,5.0,5.0,5.0,3581.9,4069.5,100000.0,4.0,810.0
10.0,2.0,389.8433648,50.0,50.0,50.0,12606.3,16558.7,100000.0,6.0,809.6
10.0,2.0,330.70262352000003,5.0,5.0,5.0,1773.9,2289.9,100000.0,4.0,809.7
10.0,2.0,462.14979605333326,50.0,50.0,50.0,19251.9,21583.1,100000.0,6.0,809.9
10.0,2.0,227.13346330666667,5.0,5.0,5.0,6015.8,6525.1,100000.0,6.0,810.0
10.0,2.0,230.01406544,5.0,5.0,5.0,8820.0,9292.8,100000.0,6.0,810.0
10.0,2.0,219.07952618666664,5.0,5.0,5.0,1229.0,1535.7,10000.0,10.0,0.0
10.0,2.0,202.91462655999996,50.0,50.0,50.0,10920.9,15116.7,10000.0,1.0,809.5
10.0,2.0,186.24566224,5.0,5.0,5.0,2906.8,3213.1,10000.0,10.0,0.0
10.0,2.0,161.49036592000002,5.0,5.0,5.0,1200.6,1752.5,10000.0,1.0,810.0
10.0,2.0,214.98223279999993,5.0,5.0,5.0,1454.4,1725.0,10000.0,1.0,810.0
10.0,2.0,250.61582239999998,50.0,50.0,50.0,11777.9,14785.3,10000.0,2.0,809.2
10.0,2.0,183.93264122666662,5.0,5.0,5.0,1414.2,1961.9,10000.0,2.0,809.9
10.0,2.0,234.43576170666663,5.0,5.0,5.0,1881.1,2202.7,10000.0,2.0,809.9
10.0,2.0,251.97243247999995,50.0,50.0,50.0,12010.7,14636.1,10000.0,4.0,809.0
10.0,2.0,186.6776329066667,5.0,5.0,5.0,1512.6,2020.7,10000.0,4.0,809.5
10.0,2.0,136.00814272,5.0,5.0,5.0,2128.2,2619.7,10000.0,6.0,809.8
10.0,2.0,166.19518064000002,5.0,5.0,5.0,3516.2,3961.7,10000.0,4.0,810.0
10.0,2.0,104.26070426666668,5.0,5.0,5.0,8097.6,8648.7,10000.0,6.0,810.0
20.0,2.0,307.1372276,50.0,50.0,50.0,49490.4,53759.0,100000.0,14.0,1049.9
20.0,2.0,239.4004928533333,5.0,5.0,5.0,14860.65,15471.95,100000.0,14.0,1050.0
20.0,2.0,313.4508567733334,50.0,50.0,50.0,68358.85,74032.5,100000.0,14.0,1050.0
20.0,2.0,223.1113786933333,5.0,5.0,5.0,26780.1,27020.55,100000.0,14.0,1050.0
20.0,2.0,382.6878618933333,50.0,50.0,50.0,13504.1,19192.75,100000.0,1.0,1049.85
20.0,2.0,571.0857670666667,50.0,50.0,50.0,16288.95,18514.4,100000.0,1.0,1049.85
20.0,2.0,338.07990234666664,5.0,5.0,5.0,1845.3,2181.15,100000.0,1.0,1050.0
20.0,2.0,306.4270702133333,50.0,50.0,50.0,60494.85,64594.55,100000.0,20.0,0.0
20.0,2.0,281.21396253333336,5.0,5.0,5.0,1548.3,2220.0,100000.0,1.0,1050.0
20.0,2.0,339.98441392,50.0,50.0,50.0,75837.25,79784.1,100000.0,20.0,0.0
20.0,2.0,215.2285733066667,5.0,5.0,5.0,19995.05,20346.65,100000.0,20.0,0.0
20.0,2.0,419.7460589866666,50.0,50.0,50.0,15967.0,21402.25,100000.0,2.0,1049.95
